"gene_id","gene_name","gene_type","pvalue","adj.P.Val","logFC"
"ENSG00000163512","AZI2","protein_coding",0.00187411383975592,0.0204872876795444,-0.296814104603827
"ENSG00000129538","RNASE1","protein_coding",0.00188532117705772,0.0205920053950139,0.868250347479788
"ENSG00000151240","DIP2C","protein_coding",0.00189542145564312,0.0206844612346628,0.237480429941737
"ENSG00000143751","SDE2","protein_coding",0.00190533014612266,0.0207587691184662,-0.311376688200882
"ENSG00000107719","PALD1","protein_coding",0.00190551319944175,0.0207587691184662,0.469306300582621
"ENSG00000198860","TSEN15","protein_coding",0.00190868393926843,0.020775416922433,0.257603740262424
"ENSG00000132716","DCAF8","protein_coding",0.00191119928851669,0.0207790724751914,0.299856021570184
"ENSG00000205726","ITSN1","protein_coding",0.00191230553139807,0.0207790724751914,-0.274624995836234
"ENSG00000198837","DENND4B","protein_coding",0.00191721633357431,0.0207946799515864,0.279895539148209
"ENSG00000198498","TMA16","protein_coding",0.00191580525567972,0.0207946799515864,-0.355286292358589
"ENSG00000103152","MPG","protein_coding",0.00191867421754438,0.0207946799515864,0.289100584072546
"ENSG00000132781","MUTYH","protein_coding",0.00193012041562554,0.0209008245007122,0.467685378044359
"ENSG00000137563","GGH","protein_coding",0.0019375520359404,0.0209275475239745,-0.367990746176889
"ENSG00000188938","FAM120AOS","protein_coding",0.0019348149706111,0.0209275475239745,0.226827586689128
"ENSG00000102221","JADE3","protein_coding",0.00193732351031189,0.0209275475239745,-0.712282977331136
"ENSG00000140455","USP3","protein_coding",0.00193985465189247,0.0209345406460204,-0.402535782059251
"ENSG00000198835","GJC2","protein_coding",0.00194925697481474,0.0209804246683788,0.609766736799889
"ENSG00000153214","TMEM87B","protein_coding",0.00194978114404212,0.0209804246683788,-0.389485365706984
"ENSG00000134852","CLOCK","protein_coding",0.00195038246677232,0.0209804246683788,-0.364981578469628
"ENSG00000029153","ARNTL2","protein_coding",0.00195074157258171,0.0209804246683788,-0.499469124846434
"ENSG00000112511","PHF1","protein_coding",0.00195937298777579,0.0210553522084861,0.332251855819608
"ENSG00000145833","DDX46","protein_coding",0.00196668176989365,0.0211159516346476,-0.296729145829285
"ENSG00000172247","C1QTNF4","protein_coding",0.00197073939230423,0.0211415706818184,-0.404918555537852
"ENSG00000115282","TTC31","protein_coding",0.00197530914113985,0.0211726356077431,0.537853003518891
"ENSG00000196628","TCF4","protein_coding",0.00197703824454406,0.0211732258399604,-0.461076777038204
"ENSG00000116191","RALGPS2","protein_coding",0.00198496276011025,0.0212401091284894,-0.387003504422063
"ENSG00000220201","ZGLP1","protein_coding",0.00199042170030307,0.02128051873663,0.512703755961818
"ENSG00000164237","CMBL","protein_coding",0.00199226046365121,0.0212821877907606,0.322966807094213
"ENSG00000116962","NID1","protein_coding",0.00200058481861667,0.0213045861971285,-1.0736167706472
"ENSG00000154124","OTULIN","protein_coding",0.0020005345065294,0.0213045861971285,0.377088110083535
"ENSG00000155393","HEATR3","protein_coding",0.00200277933178255,0.0213045861971285,0.326067231107907
"ENSG00000196172","ZNF681","protein_coding",0.00199606521619652,0.0213045861971285,-0.504634082155809
"ENSG00000131943","C19orf12","protein_coding",0.00200143871366785,0.0213045861971285,0.282237083666166
"ENSG00000254092","AC021613.1","lncRNA",0.00202082007837817,0.0214681544872136,1.12121188925706
"ENSG00000107551","RASSF4","protein_coding",0.00202155060043259,0.0214681544872136,0.443167160425833
"ENSG00000135423","GLS2","protein_coding",0.00203347183850995,0.021576637427411,0.527170275221141
"ENSG00000089737","DDX24","protein_coding",0.00204822068815829,0.0217149163988483,0.287497669363455
"ENSG00000013297","CLDN11","protein_coding",0.00205521022224657,0.0217525513732006,0.814156245544035
"ENSG00000163257","DCAF16","protein_coding",0.00205498442753347,0.0217525513732006,0.404204320469389
"ENSG00000166887","VPS39","protein_coding",0.0020612743306553,0.021798493088736,0.264731561371714
"ENSG00000272899","ATP6V1FNB","protein_coding",0.00206735346430022,0.0218080789128183,-0.563290250813471
"ENSG00000140406","TLNRD1","protein_coding",0.00206474521315497,0.0218080789128183,0.317803942914018
"ENSG00000100422","CERK","protein_coding",0.00206658620015517,0.0218080789128183,-0.333864021927346
"ENSG00000135596","MICAL1","protein_coding",0.00207053644428506,0.0218234541227646,0.50779692534641
"ENSG00000146592","CREB5","protein_coding",0.00208032958130319,0.021907440544945,0.721160391926
"ENSG00000168612","ZSWIM1","protein_coding",0.00208196897019481,0.021907440544945,0.440469688425281
"ENSG00000164938","TP53INP1","protein_coding",0.00208403111512868,0.0219109106767644,0.570959487531112
"ENSG00000132485","ZRANB2","protein_coding",0.0021038975116058,0.0220270273880911,0.210406575844251
"ENSG00000164088","PPM1M","protein_coding",0.00210093920696597,0.0220270273880911,0.50209228262786
"ENSG00000137076","TLN1","protein_coding",0.0021022577640822,0.0220270273880911,0.471656591060267
"ENSG00000108021","TASOR2","protein_coding",0.00209734937372565,0.0220270273880911,-0.309921658214149
"ENSG00000221932","HEPN1","protein_coding",0.00210552467680282,0.0220270273880911,0.820713102883702
"ENSG00000179673","RPRML","protein_coding",0.00210502967393999,0.0220270273880911,0.882089943886272
"ENSG00000128708","HAT1","protein_coding",0.00210987931161068,0.022054341763018,-0.409105981470633
"ENSG00000160307","S100B","protein_coding",0.00212121885955074,0.0221545632829048,0.68164853672756
"ENSG00000165028","NIPSNAP3B","protein_coding",0.00212661857669628,0.022174337805486,0.431234800102707
"ENSG00000088448","ANKRD10","protein_coding",0.00212522725324699,0.022174337805486,0.320673634417227
"ENSG00000105204","DYRK1B","protein_coding",0.00213648320206896,0.0222588464083758,0.392624500509167
"ENSG00000213977","TAX1BP3","protein_coding",0.00213876019379356,0.0222642295729226,0.341813369150223
"ENSG00000173638","SLC19A1","protein_coding",0.0021410121864587,0.0222693438604685,-0.426316920737924
"ENSG00000050165","DKK3","protein_coding",0.00214559231712232,0.0222986455439303,0.383295992293764
"ENSG00000154529","CNTNAP3B","protein_coding",0.0021521154532988,0.0223480757416447,-0.611012626892078
"ENSG00000214194","SMIM30","protein_coding",0.00216489426904439,0.02242553866902,-0.361717262344365
"ENSG00000136816","TOR1B","protein_coding",0.00216371712246429,0.02242553866902,0.285592888449212
"ENSG00000165948","IFI27L1","protein_coding",0.00216161916046717,0.02242553866902,-0.347254176670141
"ENSG00000188011","RTP5","protein_coding",0.00216961744372477,0.0224560731818584,0.627404685753571
"ENSG00000106477","CEP41","protein_coding",0.00217833641428202,0.0225094762809143,-0.268862353448045
"ENSG00000160223","ICOSLG","protein_coding",0.00217824825353571,0.0225094762809143,0.88320704074548
"ENSG00000145824","CXCL14","protein_coding",0.00219382933574457,0.0226325884490191,-0.769461396750176
"ENSG00000029534","ANK1","protein_coding",0.00219293326524301,0.0226325884490191,0.753287076026296
"ENSG00000259642","ST20-AS1","lncRNA",0.00219714053970314,0.0226482750987492,-0.433321554340711
"ENSG00000157693","TMEM268","protein_coding",0.00220227705846846,0.0226827363481344,-0.455189477625292
"ENSG00000163166","IWS1","protein_coding",0.00220596001071694,0.0226957050946036,-0.280555284008043
"ENSG00000115541","HSPE1","protein_coding",0.00220891943164587,0.0226957050946036,-0.378067903009761
"ENSG00000141858","SAMD1","protein_coding",0.0022089027058022,0.0226957050946036,-0.336940390610987
"ENSG00000176894","PXMP2","protein_coding",0.00221082791170245,0.0226968761584518,-0.458029293107147
"ENSG00000110395","CBL","protein_coding",0.00221473614802432,0.0227185586376412,-0.321688060900536
"ENSG00000182985","CADM1","protein_coding",0.00222765166173723,0.0228140390426336,-0.383467886855357
"ENSG00000198496","NBR2","lncRNA",0.00222627896931861,0.0228140390426336,-0.571401578647384
"ENSG00000135316","SYNCRIP","protein_coding",0.00223464397819282,0.0228671335244198,-0.26034115146509
"ENSG00000213949","ITGA1","protein_coding",0.00224094520556014,0.0228945678190022,-0.905780570346866
"ENSG00000236279","CLEC2L","protein_coding",0.00224041325846502,0.0228945678190022,-0.630873188454649
"ENSG00000156467","UQCRB","protein_coding",0.00224847062287221,0.0229482173463592,-0.405447024539712
"ENSG00000156395","SORCS3","protein_coding",0.00224982523003522,0.0229482173463592,0.556700821731173
"ENSG00000283154","IQCJ-SCHIP1","protein_coding",0.00225256959345199,0.0229576955825792,-0.891407297669354
"ENSG00000165156","ZHX1","protein_coding",0.00225665214224303,0.0229807860669,-0.296987240846464
"ENSG00000155744","FAM126B","protein_coding",0.0022682034376273,0.023079836749083,-0.345168618647946
"ENSG00000158220","ESYT3","protein_coding",0.00228189701283628,0.0232005091787406,0.913224173054339
"ENSG00000078124","ACER3","protein_coding",0.00229701305668014,0.0233167103859473,-0.594153410939539
"ENSG00000277203","F8A1","protein_coding",0.00229659712687491,0.0233167103859473,0.714762574042171
"ENSG00000213533","STIMATE","protein_coding",0.00230106143810565,0.0233203726515707,-0.398506713789979
"ENSG00000121064","SCPEP1","protein_coding",0.00230050183521978,0.0233203726515707,0.29060686538571
"ENSG00000108684","ASIC2","protein_coding",0.002321489607707,0.0235085673004629,-0.72913050323309
"ENSG00000183808","RBM12B","protein_coding",0.0023298832661223,0.0235746908399319,-0.467966161391966
"ENSG00000083750","RRAGB","protein_coding",0.00233462376362061,0.0236037740705624,-0.426096304706478
"ENSG00000205362","MT1A","protein_coding",0.00233772160863098,0.023616216378566,0.875171376164572
"ENSG00000100592","DAAM1","protein_coding",0.00234135749215221,0.0236340698808788,-0.311400718276176
"ENSG00000161921","CXCL16","protein_coding",0.00234789115095078,0.0236811222306424,0.548515481872462
"ENSG00000054267","ARID4B","protein_coding",0.0023584467887641,0.0237505529413647,-0.352626721592141
"ENSG00000153814","JAZF1","protein_coding",0.00235853055774463,0.0237505529413647,-0.364414526898634
"ENSG00000068796","KIF2A","protein_coding",0.00236140944967098,0.023760625870675,-0.435984315875657
"ENSG00000179403","VWA1","protein_coding",0.00237373500945923,0.0238467040505484,0.566830531324989
"ENSG00000114686","MRPL3","protein_coding",0.00237371282421429,0.0238467040505484,-0.218030679515227
"ENSG00000197119","SLC25A29","protein_coding",0.00239009009186547,0.0239919519697734,0.446252554275003
"ENSG00000073417","PDE8A","protein_coding",0.00239505139425781,0.024005206232538,0.515318147230582
"ENSG00000181523","SGSH","protein_coding",0.00239520637772478,0.024005206232538,0.518006215689639
"ENSG00000137500","CCDC90B","protein_coding",0.00241359323005088,0.0241703303037875,-0.227981691206379
"ENSG00000170791","CHCHD7","protein_coding",0.0024260029805292,0.0242753842545359,0.292892261066205
"ENSG00000154764","WNT7A","protein_coding",0.00242798951974465,0.0242760564788382,-1.05823945888343
"ENSG00000083635","NUFIP1","protein_coding",0.00246033666806705,0.0245800459539589,-0.354359004533482
"ENSG00000235109","ZSCAN31","protein_coding",0.00246570387042189,0.0246142245880789,0.706442447110423
"ENSG00000076513","ANKRD13A","protein_coding",0.00248145504427304,0.0247519269715816,0.399449238190585
"ENSG00000100038","TOP3B","protein_coding",0.00248556913280818,0.0247734266286508,0.371627051012306
"ENSG00000164305","CASP3","protein_coding",0.00251117198601438,0.0250089002197716,-0.448748815812047
"ENSG00000132471","WBP2","protein_coding",0.00251635907896488,0.0250408415662846,0.317451294008262
"ENSG00000167323","STIM1","protein_coding",0.00252437819927645,0.0250664477754873,0.266868135044519
"ENSG00000103089","FA2H","protein_coding",0.00252487780407739,0.0250664477754873,0.822869408534807
"ENSG00000266490","AC127024.5","lncRNA",0.00252247758790295,0.0250664477754873,-0.655327559376754
"ENSG00000122970","IFT81","protein_coding",0.00255130310495036,0.0253089268011076,-0.39302169256606
"ENSG00000131462","TUBG1","protein_coding",0.00256966101436741,0.0254710599605949,-0.353111341532143
"ENSG00000158717","RNF166","protein_coding",0.00259250519435223,0.025677373295354,0.320430940091823
"ENSG00000165879","FRAT1","protein_coding",0.00260242385337723,0.0257554435817803,0.606228855651096
"ENSG00000165434","PGM2L1","protein_coding",0.00261202580852052,0.0257899316363525,-0.366179998060374
"ENSG00000206052","DOK6","protein_coding",0.00261084120605533,0.0257899316363525,-0.401333808904326
"ENSG00000130054","FAM155B","protein_coding",0.00261135917857085,0.0257899316363525,0.480163955321583
"ENSG00000111879","FAM184A","protein_coding",0.00261785146731857,0.0258071592818747,-0.325691780797301
"ENSG00000076928","ARHGEF1","protein_coding",0.00261651578565995,0.0258071592818747,0.431637949825238
"ENSG00000198729","PPP1R14C","protein_coding",0.00262215371219398,0.0258294393705837,-0.611614367764407
"ENSG00000264920","AC018521.5","lncRNA",0.00263446151989883,0.0259304819483894,0.369942769207807
"ENSG00000108469","RECQL5","protein_coding",0.00263884740094067,0.0259534540646171,0.343506426942385
"ENSG00000206561","COLQ","protein_coding",0.00265896911185488,0.026110746371693,0.576196544351758
"ENSG00000124172","ATP5F1E","protein_coding",0.00265807390196885,0.026110746371693,-0.441641874319039
"ENSG00000174749","FAM241A","protein_coding",0.00266938431644992,0.0261926864503169,-0.750401111118528
"ENSG00000149716","LTO1","protein_coding",0.00267762370022108,0.0262531663258886,0.328291825056082
"ENSG00000002587","HS3ST1","protein_coding",0.00268762392884848,0.0263308036034667,-0.829437702284079
"ENSG00000269210","AC019171.1","lncRNA",0.00271422669108074,0.0265110532040665,-0.655879038905675
"ENSG00000118640","VAMP8","protein_coding",0.00271114163783475,0.0265110532040665,0.805066513026174
"ENSG00000138398","PPIG","protein_coding",0.00271271304640386,0.0265110532040665,-0.366014402063968
"ENSG00000204946","ZNF783","protein_coding",0.00271440653852516,0.0265110532040665,0.412973111144369
"ENSG00000168477","TNXB","protein_coding",0.0027240846359356,0.0265850482062604,0.537785597199422
"ENSG00000130590","SAMD10","protein_coding",0.00272823159988842,0.0266049909602072,-0.538008330990848
"ENSG00000106397","PLOD3","protein_coding",0.00273492588431615,0.0266497246416261,0.38946875563108
"ENSG00000174437","ATP2A2","protein_coding",0.00274835088105474,0.0267599245139187,-0.296425658113152
"ENSG00000204179","PTPN20","protein_coding",0.00275522507187689,0.0268062205454607,0.565524427565411
"ENSG00000069702","TGFBR3","protein_coding",0.00276171898222745,0.0268281272559238,0.507044730824999
"ENSG00000021355","SERPINB1","protein_coding",0.00276105977855744,0.0268281272559238,0.596275440424396
"ENSG00000228408","AL031056.1","lncRNA",0.00277702016103989,0.0269560636967249,1.04646057076579
"ENSG00000179431","FJX1","protein_coding",0.00278048089685749,0.0269689588830166,-0.491059776737202
"ENSG00000185621","LMLN","protein_coding",0.00278612892044116,0.0269823572632004,0.337410709752957
"ENSG00000111845","PAK1IP1","protein_coding",0.0027861258433123,0.0269823572632004,-0.285581669112031
"ENSG00000196704","AMZ2","protein_coding",0.00279154314348,0.026993453882825,0.230680340260558
"ENSG00000125869","LAMP5","protein_coding",0.00279001374894594,0.026993453882825,0.77177511354007
"ENSG00000120675","DNAJC15","protein_coding",0.00280247718185231,0.027046825217994,-0.289543154878109
"ENSG00000198053","SIRPA","protein_coding",0.00280050284322507,0.027046825217994,0.304079047902638
"ENSG00000160193","WDR4","protein_coding",0.00280347785110611,0.027046825217994,0.357914926443649
"ENSG00000146066","HIGD2A","protein_coding",0.00280919554769225,0.0270813302493991,-0.320146354337505
"ENSG00000109689","STIM2","protein_coding",0.00281321539426309,0.0270994274993447,-0.398715142421241
"ENSG00000154447","SH3RF1","protein_coding",0.002824070807874,0.027162621732312,-0.667876381645401
"ENSG00000157219","HTR5A","protein_coding",0.00282202313165725,0.027162621732312,0.407639750049081
"ENSG00000185070","FLRT2","protein_coding",0.00283198044487728,0.0272180005066929,-0.362249916986765
"ENSG00000152669","CCNO","protein_coding",0.00284073748875484,0.0272814333771991,0.704860227664401
"ENSG00000114735","HEMK1","protein_coding",0.00284485333998612,0.0273002314447227,0.473638385438105
"ENSG00000005022","SLC25A5","protein_coding",0.00285154789712064,0.0273437284327383,-0.379727798721777
"ENSG00000286671","AC025253.2","lncRNA",0.00286148065177391,0.0274181873360882,-0.661664755058705
"ENSG00000122882","ECD","protein_coding",0.00287362182693232,0.0275136781733838,-0.324606052281636
"ENSG00000134222","PSRC1","protein_coding",0.00289090060308838,0.0276163979062401,0.457551217703012
"ENSG00000131504","DIAPH1","protein_coding",0.00289052836015144,0.0276163979062401,0.286466937551211
"ENSG00000080608","PUM3","protein_coding",0.00289024350924419,0.0276163979062401,-0.434836788080678
"ENSG00000115525","ST3GAL5","protein_coding",0.00289330859144012,0.0276185411807808,0.236433801074146
"ENSG00000088899","LZTS3","protein_coding",0.00291130781412014,0.0277693976116075,0.534268707060577
"ENSG00000023287","RB1CC1","protein_coding",0.00291516607751978,0.0277852453266542,-0.272525109314605
"ENSG00000189184","PCDH18","protein_coding",0.00292788859492528,0.027885493184198,-0.758550348014056
"ENSG00000031691","CENPQ","protein_coding",0.00293884640749263,0.0279687956071985,-0.518081652229156
"ENSG00000095066","HOOK2","protein_coding",0.00294323619823347,0.0279895123573361,0.380946677646175
"ENSG00000119906","SLF2","protein_coding",0.0029510360934172,0.0280426029372959,0.288085727301191
"ENSG00000198598","MMP17","protein_coding",0.00295655646978607,0.0280739686410317,-0.503676052395299
"ENSG00000101182","PSMA7","protein_coding",0.00296008404221372,0.0280863788191441,-0.338172525464861
"ENSG00000113552","GNPDA1","protein_coding",0.00297106175733471,0.0281323382671324,0.326737768140408
"ENSG00000240230","COX19","protein_coding",0.00297304599539254,0.0281323382671324,0.276396883781711
"ENSG00000111325","OGFOD2","protein_coding",0.00297382481524004,0.0281323382671324,0.347889085381669
"ENSG00000174521","TTC9B","protein_coding",0.00297250862267844,0.0281323382671324,-0.451605472291413
"ENSG00000167202","TBC1D2B","protein_coding",0.00297933150401432,0.0281633668630591,0.332175082191157
"ENSG00000114062","UBE3A","protein_coding",0.00298488160172288,0.0281737182825306,-0.2775259326601
"ENSG00000141446","ESCO1","protein_coding",0.00298438268724107,0.0281737182825306,-0.448460961668775
"ENSG00000114812","VIPR1","protein_coding",0.00299822681027781,0.0282785777005174,0.866355309677641
"ENSG00000010165","EEF1AKNMT","protein_coding",0.00301052155343403,0.0283311581903524,-0.271655907521477
"ENSG00000188428","BLOC1S5","protein_coding",0.00300661044120129,0.0283311581903524,0.418912174994442
"ENSG00000213983","AP1G2","protein_coding",0.00300902178381403,0.0283311581903524,0.590295358783097
"ENSG00000253716","MINCR","lncRNA",0.00302896285902061,0.0284664492959644,0.385082076129073
"ENSG00000103269","RHBDL1","protein_coding",0.00302939917396965,0.0284664492959644,0.404363691531581
"ENSG00000103363","ELOB","protein_coding",0.00303426714696969,0.0284698893730509,-0.405921187171764
"ENSG00000005893","LAMP2","protein_coding",0.00303407942180473,0.0284698893730509,0.564850625329675
"ENSG00000162367","TAL1","protein_coding",0.00304194109680071,0.028493866450083,0.738781963535265
"ENSG00000119777","TMEM214","protein_coding",0.00303955478386163,0.028493866450083,0.283116145068325
"ENSG00000147124","ZNF41","protein_coding",0.00304358108586829,0.028493866450083,-0.489968155110782
"ENSG00000144668","ITGA9","protein_coding",0.0030533484766952,0.0285641653352374,-0.642713325721888
"ENSG00000163006","CCDC138","protein_coding",0.00305822431478364,0.0285675193008741,-0.510591218526107
"ENSG00000065534","MYLK","protein_coding",0.00305707103950048,0.0285675193008741,0.788047985772287
"ENSG00000128805","ARHGAP22","protein_coding",0.00306978740368178,0.0286332382608902,0.483225212649674
"ENSG00000092531","SNAP23","protein_coding",0.00306758631572505,0.0286332382608902,0.411147653267323
"ENSG00000219607","PPP1R3G","protein_coding",0.00308355780134449,0.0287404856826861,-0.857330625361337
"ENSG00000161011","SQSTM1","protein_coding",0.00308837701081924,0.0287642065043018,0.225115309815768
"ENSG00000126217","MCF2L","protein_coding",0.00309418215650054,0.028776070434226,0.354895595136635
"ENSG00000272888","LINC01578","lncRNA",0.00309420112195979,0.028776070434226,0.274995496176453
"ENSG00000169895","SYAP1","protein_coding",0.00309700119479305,0.0287809486493332,-0.327098193603616
"ENSG00000158234","FAIM","protein_coding",0.00310541092410943,0.0288205097828771,-0.389091766899252
"ENSG00000113231","PDE8B","protein_coding",0.00310581553083977,0.0288205097828771,0.39310267318648
"ENSG00000250722","SELENOP","protein_coding",0.00310961059908869,0.0288345710097315,0.714553101329593
"ENSG00000196295","GARS-DT","lncRNA",0.00312018063570727,0.0288902230456995,0.398140108641198
"ENSG00000177239","MAN1B1","protein_coding",0.00312017258048819,0.0288902230456995,0.299509777919738
"ENSG00000177640","CASC2","lncRNA",0.0031228759942589,0.028894027487481,-0.489366553609298
"ENSG00000214026","MRPL23","protein_coding",0.00314951682403808,0.0291192169520713,-0.359023339935163
"ENSG00000180573","HIST1H2AC","protein_coding",0.00315772409727639,0.0291737723757135,-0.534174065403556
"ENSG00000180828","BHLHE22","protein_coding",0.00317704821097062,0.0293308801258076,-0.736928987747773
"ENSG00000117016","RIMS3","protein_coding",0.00318580426021145,0.0293688427719784,0.686631279296397
"ENSG00000054983","GALC","protein_coding",0.00318370696431455,0.0293688427719784,0.255419996293108
"ENSG00000160781","PAQR6","protein_coding",0.00319212042583912,0.0294056366686185,0.563309220167382
"ENSG00000185112","FAM43A","protein_coding",0.00319500260764598,0.0294107663620861,-1.3483318238769
"ENSG00000102007","PLP2","protein_coding",0.00322713871895692,0.0296849821944488,0.57146138686324
"ENSG00000109680","TBC1D19","protein_coding",0.00323513132522854,0.0296974488650358,-0.535017013364579
"ENSG00000152661","GJA1","protein_coding",0.0032404196792941,0.0296974488650358,0.713392644784357
"ENSG00000118596","SLC16A7","protein_coding",0.0032410471670244,0.0296974488650358,-0.373441386484748
"ENSG00000133195","SLC39A11","protein_coding",0.00324258197996635,0.0296974488650358,0.348024291165205
"ENSG00000125458","NT5C","protein_coding",0.00323611393610771,0.0296974488650358,0.391732667485805
"ENSG00000226686","LINC01535","lncRNA",0.00323557581921372,0.0296974488650358,1.34201129707337
"ENSG00000130827","PLXNA3","protein_coding",0.00325195477267294,0.0297617394824655,0.388044497100316
"ENSG00000182534","MXRA7","protein_coding",0.00325841828350013,0.0297993307662398,0.337692923354632
"ENSG00000138413","IDH1","protein_coding",0.0032698883529321,0.0298284784462736,-0.447123921136809
"ENSG00000157680","DGKI","protein_coding",0.00327007713193306,0.0298284784462736,-0.549367875485879
"ENSG00000130303","BST2","protein_coding",0.00326489946415976,0.0298284784462736,0.541352225726024
"ENSG00000128335","APOL2","protein_coding",0.00327103886819904,0.0298284784462736,0.446478673467838
"ENSG00000225663","MCRIP1","protein_coding",0.0032735603672874,0.0298299650759734,-0.256370993842028
"ENSG00000142655","PEX14","protein_coding",0.00328623179085165,0.0299238730674526,0.27531145049395
"ENSG00000117411","B4GALT2","protein_coding",0.00331184292320917,0.0300704876473436,-0.282190333342882
"ENSG00000173947","PIFO","protein_coding",0.00331024358084552,0.0300704876473436,0.631028787295314
"ENSG00000103056","SMPD3","protein_coding",0.00330981570533407,0.0300704876473436,-0.534799438871674
"ENSG00000169136","ATF5","protein_coding",0.00330560297858253,0.0300704876473436,-0.395901556374928
"ENSG00000115687","PASK","protein_coding",0.00333175840136085,0.0302296128123472,0.482968731890119
"ENSG00000122643","NT5C3A","protein_coding",0.00334947427659181,0.0303685667744324,-0.251963704220818
"ENSG00000170234","PWWP2A","protein_coding",0.00335959339252506,0.0304384937168029,-0.271896525859242
"ENSG00000006704","GTF2IRD1","protein_coding",0.0033693641812876,0.0305051669040269,0.367838102168847
"ENSG00000082074","FYB1","protein_coding",0.00337563411193487,0.0305182417782361,0.74376190118305
"ENSG00000119950","MXI1","protein_coding",0.00337336692183816,0.0305182417782361,0.353643277171883
"ENSG00000172005","MAL","protein_coding",0.0033920139724737,0.030622550124088,0.90194001754447
"ENSG00000128039","SRD5A3","protein_coding",0.00339143132166486,0.030622550124088,-0.330601567327265
"ENSG00000178904","DPY19L3","protein_coding",0.00340159638985274,0.0306871548779297,-0.221254013271254
"ENSG00000148175","STOM","protein_coding",0.003406771335365,0.0307119343190994,0.690037361517705
"ENSG00000263072","ZNF213-AS1","lncRNA",0.00341465505749609,0.0307610806034263,0.326225700991508
"ENSG00000169621","APLF","protein_coding",0.00342236428868632,0.0307647928381696,-0.842806004396371
"ENSG00000260917","AL158212.3","lncRNA",0.00342207762359828,0.0307647928381696,-0.388446240349527
"ENSG00000158296","SLC13A3","protein_coding",0.00341930181172237,0.0307647928381696,0.451114766720544
"ENSG00000129566","TEP1","protein_coding",0.0034431050392346,0.0309292560626699,0.539801046570367
"ENSG00000134853","PDGFRA","protein_coding",0.00344999486823064,0.0309471880094901,-0.82529713189704
"ENSG00000128159","TUBGCP6","protein_coding",0.003447591508256,0.0309471880094901,0.376132900184795
"ENSG00000185222","TCEAL9","protein_coding",0.00346821252817112,0.0310885556742086,-0.31784400965214
"ENSG00000266524","GDF10","protein_coding",0.00347170961300188,0.0310978634456429,0.575354262069282
"ENSG00000273079","GRIN2B","protein_coding",0.00348059202481758,0.031155363007709,-0.440063582961703
"ENSG00000137055","PLAA","protein_coding",0.00350833128710225,0.0313814527010391,-0.274494481067769
"ENSG00000152359","POC5","protein_coding",0.00351128593583049,0.0313856851705894,0.447164709519338
"ENSG00000072818","ACAP1","protein_coding",0.00352360650477955,0.0314735699664207,0.653278993808064
"ENSG00000127054","INTS11","protein_coding",0.00354219503395674,0.0315504808376654,0.35448099720729
"ENSG00000198435","NRARP","protein_coding",0.00354139982925353,0.0315504808376654,-0.77819629838569
"ENSG00000175575","PAAF1","protein_coding",0.00353832077233137,0.0315504808376654,0.24422487813449
"ENSG00000125148","MT2A","protein_coding",0.0035408291710761,0.0315504808376654,0.702160968742463
"ENSG00000198176","TFDP1","protein_coding",0.00355533598738787,0.0316229884447833,-0.21788321113988
"ENSG00000099308","MAST3","protein_coding",0.00355309184256758,0.0316229884447833,0.499927251471936
"ENSG00000114742","WDR48","protein_coding",0.00356951049209053,0.031726752427239,0.189002732705346
"ENSG00000112874","NUDT12","protein_coding",0.00357318044657768,0.0317370690226928,-0.324996346785401
"ENSG00000260001","TGFBR3L","protein_coding",0.00358245537346279,0.0317971196937245,0.593950947770313
"ENSG00000090266","NDUFB2","protein_coding",0.00358629897534168,0.0318089126508567,-0.434106407948746
"ENSG00000051382","PIK3CB","protein_coding",0.00359155152736517,0.0318331770974875,0.318644143020724
"ENSG00000134815","DHX34","protein_coding",0.0036176677550148,0.0320422001158454,0.447833933254478
"ENSG00000122824","NUDT10","protein_coding",0.00363485983411193,0.0321719434442601,0.531850726184572
"ENSG00000150656","CNDP1","protein_coding",0.00364026179392875,0.0321839916301194,1.21277770876862
"ENSG00000196132","MYT1","protein_coding",0.00364131024847414,0.0321839916301194,0.468569611359356
"ENSG00000080546","SESN1","protein_coding",0.00364614615617454,0.0322042294576087,0.421279684484607
"ENSG00000197956","S100A6","protein_coding",0.00366088584821702,0.032311852203942,0.510979987210158
"ENSG00000285437","POLR2J3","protein_coding",0.00366417652548661,0.0323183435804426,-0.625044285248244
"ENSG00000167384","ZNF180","protein_coding",0.00368116883021412,0.0324455911948071,-0.409725155721123
"ENSG00000005108","THSD7A","protein_coding",0.00368504555390081,0.0324571421766974,-0.65113486582658
"ENSG00000105248","YJU2","protein_coding",0.00369608529428217,0.0325317235922623,0.340451360347486
"ENSG00000112031","MTRF1L","protein_coding",0.0037181181066485,0.0326801652626061,-0.368661239454532
"ENSG00000165792","METTL17","protein_coding",0.00371577222540067,0.0326801652626061,0.290126670546085
"ENSG00000154001","PPP2R5E","protein_coding",0.00372652412096806,0.0327159009413574,-0.266910283603242
"ENSG00000141458","NPC1","protein_coding",0.00372735715184187,0.0327159009413574,0.427401600628283
"ENSG00000186352","ANKRD37","protein_coding",0.00377177168119741,0.033066054916297,0.416300688625689
"ENSG00000129484","PARP2","protein_coding",0.00377247922550732,0.033066054916297,0.292816757882186
"ENSG00000092108","SCFD1","protein_coding",0.00379055092596115,0.0332014460606347,-0.236453503015176
